Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Medicaid Enrollee Count by County,Count of Recipients by Rate Code Group and County,Units Total,Paid Claim Total
2018,3,Hudson River,Albany,Child,OMH Licensed Clinic Treatment,24589,1085,10619,1787437
2018,3,Hudson River,Albany,Child,OMH/OASAS Certified Community Behavioral Health Clinics,24589,0,0,0
2018,3,Hudson River,Albany,Child,Partial Hospitalization,24589,0,0,0
2018,3,Hudson River,Albany,Child,Psych Inpatient 28,24589,103,1038,772433
2018,3,Hudson River,Albany,Child,Psych Inpatient 31,24589,88,1545,1575383
2018,3,Hudson River,Albany,Child,Psych Inpatient SPC,24589,0,0,0
2018,3,Hudson River,Albany,Child,Residential Treatment Facility,24589,0,0,0
2018,3,Hudson River,Albany,Senior,Assertive Community Treatment,6144,0,0,0
2018,3,Hudson River,Albany,Senior,Community Residence,6144,29,296,862830
2018,3,Hudson River,Albany,Senior,MH Emergency,6144,59,134,5627
2018,3,Hudson River,Albany,Senior,OMH Licensed Clinic Treatment,6144,186,1934,221906
2018,3,Hudson River,Albany,Senior,Personalized Recovery Oriented Services,6144,0,0,0
2018,3,Hudson River,Albany,Senior,Psych Inpatient 28,6144,29,321,91185
2018,3,Hudson River,Albany,Senior,Psych Inpatient SPC,6144,0,0,0
2018,3,Hudson River,Columbia,Adult,Assertive Community Treatment,7614,0,0,0
2018,3,Hudson River,Columbia,Adult,Community Residence,7614,51,486,1446092
2018,3,Hudson River,Columbia,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",7614,0,0,0
2018,3,Hudson River,Columbia,Adult,MH Emergency,7614,258,530,93746
2018,3,Hudson River,Columbia,Adult,OMH Licensed Clinic Treatment,7614,891,10156,1499937
2018,3,Hudson River,Columbia,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,7614,0,0,0
2018,3,Hudson River,Columbia,Adult,Partial Hospitalization,7614,0,0,0
2018,3,Hudson River,Columbia,Adult,Personalized Recovery Oriented Services,7614,81,717,597610
2018,3,Hudson River,Columbia,Adult,Psych Inpatient 28,7614,130,2282,1304401
2018,3,Hudson River,Columbia,Adult,Psych Inpatient 31,7614,0,0,0
2018,3,Hudson River,Columbia,Child,Community Residence,4997,0,0,0
2018,3,Hudson River,Columbia,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",4997,0,0,0
2018,3,Hudson River,Columbia,Child,Home and Community Based Services Waiver (HCBS),4997,24,187,418853
2018,3,Hudson River,Columbia,Child,MH Emergency,4997,108,167,35190
2018,3,Hudson River,Columbia,Child,OMH Children's Day Treatment,4997,0,0,0
2018,3,Hudson River,Columbia,Child,OMH Licensed Clinic Treatment,4997,365,3761,614580
2018,3,Hudson River,Columbia,Child,Partial Hospitalization,4997,0,0,0
2018,3,Hudson River,Columbia,Child,Psych Inpatient 28,4997,23,300,273777
2018,3,Hudson River,Columbia,Child,Psych Inpatient 31,4997,29,486,470294
2018,3,Hudson River,Columbia,Child,Psych Inpatient SPC,4997,0,0,0
2018,3,Hudson River,Columbia,Senior,Community Residence,1546,0,0,0
2018,3,Hudson River,Columbia,Senior,MH Emergency,1546,20,29,1244
2018,3,Hudson River,Columbia,Senior,OMH Licensed Clinic Treatment,1546,52,759,74489
2018,3,Hudson River,Columbia,Senior,Personalized Recovery Oriented Services,1546,0,0,0
2018,3,Hudson River,Columbia,Senior,Psych Inpatient 28,1546,0,0,0
2018,3,Hudson River,Dutchess,Adult,Assertive Community Treatment,29129,62,501,599248
2018,3,Hudson River,Dutchess,Adult,Community Residence,29129,84,652,1956366
2018,3,Hudson River,Dutchess,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",29129,0,0,0
2018,3,Hudson River,Dutchess,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",29129,23,36,22756
2018,3,Hudson River,Dutchess,Adult,MH Emergency,29129,1260,2319,351535
2018,3,Hudson River,Dutchess,Adult,OMH Licensed Clinic Treatment,29129,3158,32463,4806232
2018,3,Hudson River,Dutchess,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,29129,0,0,0
2018,3,Hudson River,Dutchess,Adult,Partial Hospitalization,29129,173,1120,125613
2018,3,Hudson River,Dutchess,Adult,Personalized Recovery Oriented Services,29129,494,3470,2545834
2018,3,Hudson River,Dutchess,Adult,Psych Inpatient 28,29129,635,11332,13156796
2018,3,Hudson River,Dutchess,Adult,Psych Inpatient 31,29129,29,373,308008
2018,3,Hudson River,Dutchess,Child,Community Residence,20041,0,0,0
2018,3,Hudson River,Dutchess,Child,"Comprehensive Psychiatric Emergency Program
 EOB",20041,0,0,0
2018,3,Hudson River,Dutchess,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",20041,0,0,0
2018,3,Hudson River,Dutchess,Child,Home and Community Based Services Waiver (HCBS),20041,33,189,297384
2018,3,Hudson River,Dutchess,Child,MH Emergency,20041,350,518,102899
2018,3,Hudson River,Dutchess,Child,OMH Children's Day Treatment,20041,54,2702,314662
2018,3,Hudson River,Dutchess,Child,OMH Licensed Clinic Treatment,20041,1458,15374,2226110
2018,3,Hudson River,Dutchess,Child,OMH/OASAS Certified Community Behavioral Health Clinics,20041,0,0,0
2018,3,Hudson River,Dutchess,Child,Partial Hospitalization,20041,77,665,107918
2018,3,Hudson River,Dutchess,Child,Psych Inpatient 28,20041,121,1599,2450592
2018,3,Hudson River,Dutchess,Child,Psych Inpatient 31,20041,72,1239,1087697
2018,3,Hudson River,Dutchess,Child,Psych Inpatient SPC,20041,0,0,0
2018,3,Hudson River,Dutchess,Child,Residential Treatment Facility,20041,0,0,0
2018,3,Hudson River,Dutchess,Senior,Assertive Community Treatment,5039,0,0,0
2018,3,Hudson River,Dutchess,Senior,Community Residence,5039,0,0,0
2018,3,Hudson River,Dutchess,Senior,MH Emergency,5039,96,174,3529
2018,3,Hudson River,Dutchess,Senior,OMH Licensed Clinic Treatment,5039,165,1555,122450
2018,3,Hudson River,Dutchess,Senior,Personalized Recovery Oriented Services,5039,30,240,168245
2018,3,Hudson River,Dutchess,Senior,Psych Inpatient 28,5039,31,910,330486
2018,3,Hudson River,Dutchess,Senior,Psych Inpatient 31,5039,0,0,0
2018,3,Hudson River,Greene,Adult,Community Residence,6416,21,192,578542
2018,3,Hudson River,Greene,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",6416,0,0,0
2018,3,Hudson River,Greene,Adult,MH Emergency,6416,248,423,68597
2018,3,Hudson River,Greene,Adult,OMH Licensed Clinic Treatment,6416,763,7327,1131277
2018,3,Hudson River,Greene,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,6416,0,0,0
2018,3,Hudson River,Greene,Adult,Partial Hospitalization,6416,0,0,0
2018,3,Hudson River,Greene,Adult,Personalized Recovery Oriented Services,6416,71,621,433583
2018,3,Hudson River,Greene,Adult,Psych Inpatient 28,6416,143,2486,1521553
2018,3,Hudson River,Greene,Adult,Psych Inpatient 31,6416,0,0,0
2018,3,Hudson River,Greene,Child,Community Residence,3783,0,0,0
2018,3,Hudson River,Greene,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",3783,0,0,0
2018,3,Hudson River,Greene,Child,Home and Community Based Services Waiver (HCBS),3783,0,0,0
2018,3,Hudson River,Greene,Child,MH Emergency,3783,109,178,37503
2018,3,Hudson River,Greene,Child,OMH Children's Day Treatment,3783,0,0,0
2018,3,Hudson River,Greene,Child,OMH Licensed Clinic Treatment,3783,392,4262,728467
2018,3,Hudson River,Greene,Child,OMH/OASAS Certified Community Behavioral Health Clinics,3783,0,0,0
2018,3,Hudson River,Greene,Child,Partial Hospitalization,3783,0,0,0
2018,3,Hudson River,Greene,Child,Psych Inpatient 28,3783,24,222,191721
2018,3,Hudson River,Greene,Child,Psych Inpatient 31,3783,35,535,524601
2018,3,Hudson River,Greene,Child,Psych Inpatient SPC,3783,0,0,0
2018,3,Hudson River,Greene,Senior,Community Residence,1246,0,0,0
2018,3,Hudson River,Greene,Senior,MH Emergency,1246,0,0,0
2018,3,Hudson River,Greene,Senior,OMH Licensed Clinic Treatment,1246,37,288,35201
2018,3,Hudson River,Greene,Senior,Personalized Recovery Oriented Services,1246,0,0,0
2018,3,Hudson River,Greene,Senior,Psych Inpatient 28,1246,0,0,0
2018,3,Hudson River,Greene,Senior,Psych Inpatient 31,1246,0,0,0
2018,3,Hudson River,Orange,Adult,Assertive Community Treatment,47270,38,269,285758
2018,3,Hudson River,Orange,Adult,Community Residence,47270,146,1255,3832646
2018,3,Hudson River,Orange,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",47270,0,0,0
2018,3,Hudson River,Orange,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",47270,20,40,22510
2018,3,Hudson River,Orange,Adult,MH Emergency,47270,1401,2578,472874
2018,3,Hudson River,Orange,Adult,OMH Intensive Outpatient Program,47270,0,0,0
2018,3,Hudson River,Orange,Adult,OMH Licensed Clinic Treatment,47270,2901,29161,5274407
2018,3,Hudson River,Orange,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,47270,167,2536,822135
2018,3,Hudson River,Orange,Adult,Partial Hospitalization,47270,0,0,0
2018,3,Hudson River,Orange,Adult,Personalized Recovery Oriented Services,47270,321,1975,1517491
2018,3,Hudson River,Orange,Adult,Psych Inpatient 28,47270,576,7380,5323687
2018,3,Hudson River,Orange,Adult,Psych Inpatient 31,47270,0,0,0
2018,3,Hudson River,Orange,Child,Community Residence,49344,22,167,1221906
2018,3,Hudson River,Orange,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",49344,0,0,0
2018,3,Hudson River,Orange,Child,Home and Community Based Services Waiver (HCBS),49344,49,286,384384
2018,3,Hudson River,Orange,Child,MH Emergency,49344,505,830,205165
2018,3,Hudson River,Orange,Child,OMH Children's Day Treatment,49344,62,2325,572329
2018,3,Hudson River,Orange,Child,OMH Licensed Clinic Treatment,49344,1220,11879,1872808
2018,3,Hudson River,Orange,Child,OMH/OASAS Certified Community Behavioral Health Clinics,49344,146,1870,601912
2018,3,Hudson River,Orange,Child,Partial Hospitalization,49344,0,0,0
2018,3,Hudson River,Orange,Child,Psych Inpatient 28,49344,92,1047,1389450
2018,3,Hudson River,Orange,Child,Psych Inpatient 31,49344,113,1833,1614584
2018,3,Hudson River,Orange,Child,Psych Inpatient SPC,49344,24,552,886549
2018,3,Hudson River,Orange,Child,Residential Treatment Facility,49344,0,0,0
2018,3,Hudson River,Orange,Senior,Assertive Community Treatment,7438,0,0,0
2018,3,Hudson River,Orange,Senior,Community Residence,7438,0,0,0
2018,3,Hudson River,Orange,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",7438,0,0,0
2018,3,Hudson River,Orange,Senior,MH Emergency,7438,101,179,4876
2018,3,Hudson River,Orange,Senior,OMH Licensed Clinic Treatment,7438,170,1530,188569
2018,3,Hudson River,Orange,Senior,OMH/OASAS Certified Community Behavioral Health Clinics,7438,0,0,0
2018,3,Hudson River,Orange,Senior,Personalized Recovery Oriented Services,7438,0,0,0
2018,3,Hudson River,Orange,Senior,Psych Inpatient 28,7438,23,478,168672
2018,3,Hudson River,Putnam,Adult,Assertive Community Treatment,7393,0,0,0
2018,3,Hudson River,Putnam,Adult,Community Residence,7393,50,422,1271257
2018,3,Hudson River,Putnam,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",7393,0,0,0
2018,3,Hudson River,Putnam,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",7393,0,0,0
2018,3,Hudson River,Putnam,Adult,Continuing Day Treatment,7393,0,0,0
2018,3,Hudson River,Putnam,Adult,MH Emergency,7393,224,340,68835
2018,3,Hudson River,Putnam,Adult,OMH Licensed Clinic Treatment,7393,590,6648,895429
2018,3,Hudson River,Putnam,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,7393,0,0,0
2018,3,Hudson River,Putnam,Adult,Partial Hospitalization,7393,23,187,41472
2018,3,Hudson River,Putnam,Adult,Personalized Recovery Oriented Services,7393,99,696,557055
2018,3,Hudson River,Putnam,Adult,Psych Inpatient 28,7393,96,2102,1903688
2018,3,Hudson River,Putnam,Adult,Psych Inpatient 31,7393,0,0,0
2018,3,Hudson River,Putnam,Child,Community Residence,4386,0,0,0
2018,3,Hudson River,Putnam,Child,Home and Community Based Services Waiver (HCBS),4386,28,149,258739
2018,3,Hudson River,Putnam,Child,MH Emergency,4386,79,136,36234
2018,3,Hudson River,Putnam,Child,OMH Children's Day Treatment,4386,0,0,0
2018,3,Hudson River,Putnam,Child,OMH Licensed Clinic Treatment,4386,256,2754,351544
2018,3,Hudson River,Putnam,Child,Partial Hospitalization,4386,0,0,0
2018,3,Hudson River,Putnam,Child,Psych Inpatient 28,4386,24,277,546823
2018,3,Hudson River,Putnam,Child,Psych Inpatient 31,4386,20,282,250177
2018,3,Hudson River,Putnam,Child,Psych Inpatient SPC,4386,0,0,0
2018,3,Hudson River,Putnam,Child,Residential Treatment Facility,4386,0,0,0
2018,3,Hudson River,Putnam,Senior,Community Residence,1263,0,0,0
2018,3,Hudson River,Putnam,Senior,MH Emergency,1263,0,0,0
2018,3,Hudson River,Putnam,Senior,OMH Licensed Clinic Treatment,1263,41,367,42316
2018,3,Hudson River,Putnam,Senior,Personalized Recovery Oriented Services,1263,0,0,0
2018,3,Hudson River,Putnam,Senior,Psych Inpatient 28,1263,0,0,0
2018,3,Hudson River,Rensselaer,Adult,Assertive Community Treatment,18336,0,0,0
2018,3,Hudson River,Rensselaer,Adult,Community Residence,18336,128,1227,3364465
2018,3,Hudson River,Rensselaer,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",18336,0,0,0
2018,3,Hudson River,Rensselaer,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",18336,0,0,0
2018,3,Hudson River,Rensselaer,Adult,MH Emergency,18336,825,1508,213386
2018,3,Hudson River,Rensselaer,Adult,OMH Licensed Clinic Treatment,18336,2004,18806,1961376
2018,3,Hudson River,Rensselaer,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,18336,0,0,0
2018,3,Hudson River,Rensselaer,Adult,Partial Hospitalization,18336,0,0,0
2018,3,Hudson River,Rensselaer,Adult,Personalized Recovery Oriented Services,18336,257,1667,1164385
2018,3,Hudson River,Rensselaer,Adult,Psych Inpatient 28,18336,435,5397,2822432
2018,3,Hudson River,Rensselaer,Adult,Psych Inpatient 31,18336,23,277,284059
2018,3,Hudson River,Rensselaer,Child,Community Residence,13875,0,0,0
2018,3,Hudson River,Rensselaer,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",13875,0,0,0
2018,3,Hudson River,Rensselaer,Child,Home and Community Based Services Waiver (HCBS),13875,29,206,399418
2018,3,Hudson River,Rensselaer,Child,MH Emergency,13875,273,480,93036
2018,3,Hudson River,Rensselaer,Child,OMH Children's Day Treatment,13875,26,2541,232384
2018,3,Hudson River,Rensselaer,Child,OMH Licensed Clinic Treatment,13875,1238,8627,1602469
2018,3,Hudson River,Rensselaer,Child,Partial Hospitalization,13875,0,0,0
2018,3,Hudson River,Rensselaer,Child,Psych Inpatient 28,13875,70,785,654425
2018,3,Hudson River,Rensselaer,Child,Psych Inpatient 31,13875,60,755,768410
2018,3,Hudson River,Rensselaer,Child,Psych Inpatient SPC,13875,0,0,0
2018,3,Hudson River,Rensselaer,Child,Residential Treatment Facility,13875,0,0,0
2018,3,Hudson River,Rensselaer,Senior,Community Residence,3033,0,0,0
2018,3,Hudson River,Rensselaer,Senior,MH Emergency,3033,40,67,1700
2018,3,Hudson River,Rensselaer,Senior,OMH Licensed Clinic Treatment,3033,161,1542,88003
2018,3,Hudson River,Rensselaer,Senior,Personalized Recovery Oriented Services,3033,0,0,0
2018,3,Hudson River,Rensselaer,Senior,Psych Inpatient 28,3033,21,696,286186
2018,3,Hudson River,Rensselaer,Senior,Psych Inpatient SPC,3033,0,0,0
2018,3,Hudson River,Rockland,Adult,Assertive Community Treatment,45112,62,529,899565
2018,3,Hudson River,Rockland,Adult,Community Residence,45112,211,1996,6778211
2018,3,Hudson River,Rockland,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",45112,0,0,0
2018,3,Hudson River,Rockland,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",45112,28,35,26119
2018,3,Hudson River,Rockland,Adult,Continuing Day Treatment,45112,0,0,0
2018,3,Hudson River,Rockland,Adult,MH Emergency,45112,856,1516,245968
2018,3,Hudson River,Rockland,Adult,OMH Licensed Clinic Treatment,45112,1065,13867,2429890
2018,3,Hudson River,Rockland,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,45112,485,12011,3878791
2018,3,Hudson River,Rockland,Adult,Partial Hospitalization,45112,23,148,23340
2018,3,Hudson River,Rockland,Adult,Personalized Recovery Oriented Services,45112,405,2795,2324660
2018,3,Hudson River,Rockland,Adult,Psych Inpatient 28,45112,372,7622,4888058
2018,3,Hudson River,Rockland,Adult,Psych Inpatient 31,45112,27,326,300384
2018,3,Hudson River,Rockland,Child,Community Residence,57019,0,0,0
2018,3,Hudson River,Rockland,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",57019,0,0,0
2018,3,Hudson River,Rockland,Child,Home and Community Based Services Waiver (HCBS),57019,34,241,458418
2018,3,Hudson River,Rockland,Child,MH Emergency,57019,401,524,107810
2018,3,Hudson River,Rockland,Child,OMH Children's Day Treatment,57019,56,1074,317984
2018,3,Hudson River,Rockland,Child,OMH Licensed Clinic Treatment,57019,439,3699,555311
2018,3,Hudson River,Rockland,Child,OMH/OASAS Certified Community Behavioral Health Clinics,57019,492,6987,2253474
2018,3,Hudson River,Rockland,Child,Partial Hospitalization,57019,0,0,0
2018,3,Hudson River,Rockland,Child,Psych Inpatient 28,57019,61,1003,1340911
2018,3,Hudson River,Rockland,Child,Psych Inpatient 31,57019,47,715,609114
2018,3,Hudson River,Rockland,Child,Psych Inpatient SPC,57019,0,0,0
2018,3,Hudson River,Rockland,Senior,Assertive Community Treatment,7988,0,0,0
2018,3,Hudson River,Rockland,Senior,Community Residence,7988,0,0,0
2018,3,Hudson River,Rockland,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",7988,0,0,0
2018,3,Hudson River,Rockland,Senior,MH Emergency,7988,78,133,2901
2018,3,Hudson River,Rockland,Senior,OMH Licensed Clinic Treatment,7988,98,937,136108
2018,3,Hudson River,Rockland,Senior,OMH/OASAS Certified Community Behavioral Health Clinics,7988,0,0,0
2018,3,Hudson River,Rockland,Senior,Personalized Recovery Oriented Services,7988,0,0,0
2018,3,Hudson River,Rockland,Senior,Psych Inpatient 28,7988,22,593,142187
2018,3,Hudson River,Rockland,Senior,Psych Inpatient 31,7988,0,0,0
2018,3,Hudson River,Rockland,Senior,Psych Inpatient SPC,7988,0,0,0
2018,3,Hudson River,Saratoga,Adult,Assertive Community Treatment,18017,0,0,0
2018,3,Hudson River,Saratoga,Adult,Community Residence,18017,80,668,1527271
2018,3,Hudson River,Saratoga,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",18017,0,0,0
2018,3,Hudson River,Saratoga,Adult,MH Emergency,18017,717,1153,152012
2018,3,Hudson River,Saratoga,Adult,OMH Licensed Clinic Treatment,18017,1082,9566,1246298
2018,3,Hudson River,Saratoga,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,18017,0,0,0
2018,3,Hudson River,Saratoga,Adult,Partial Hospitalization,18017,56,366,68255
2018,3,Hudson River,Saratoga,Adult,Personalized Recovery Oriented Services,18017,125,400,188597
2018,3,Hudson River,Saratoga,Adult,Psych Inpatient 28,18017,338,2876,1563990
2018,3,Hudson River,Saratoga,Adult,Psych Inpatient 31,18017,45,613,659707
2018,3,Hudson River,Saratoga,Child,Community Residence,11660,0,0,0
2018,3,Hudson River,Saratoga,Child,Home and Community Based Services Waiver (HCBS),11660,37,234,434875
2018,3,Hudson River,Saratoga,Child,MH Emergency,11660,350,574,149765
2018,3,Hudson River,Saratoga,Child,OMH Children's Day Treatment,11660,0,0,0
2018,3,Hudson River,Saratoga,Child,OMH Licensed Clinic Treatment,11660,693,7911,1214710
2018,3,Hudson River,Saratoga,Child,OMH/OASAS Certified Community Behavioral Health Clinics,11660,0,0,0
2018,3,Hudson River,Saratoga,Child,Partial Hospitalization,11660,0,0,0
2018,3,Hudson River,Saratoga,Child,Psych Inpatient 28,11660,66,530,408869
2018,3,Hudson River,Saratoga,Child,Psych Inpatient 31,11660,116,2067,2180030
2018,3,Hudson River,Saratoga,Child,Psych Inpatient SPC,11660,0,0,0
2018,3,Hudson River,Saratoga,Senior,Community Residence,3500,0,0,0
2018,3,Hudson River,Saratoga,Senior,MH Emergency,3500,34,47,830
2018,3,Hudson River,Saratoga,Senior,OMH Licensed Clinic Treatment,3500,55,252,22111
2018,3,Hudson River,Saratoga,Senior,Personalized Recovery Oriented Services,3500,0,0,0
2018,3,Hudson River,Saratoga,Senior,Psych Inpatient 28,3500,0,0,0
2018,3,Hudson River,Saratoga,Senior,Psych Inpatient 31,3500,0,0,0
2018,3,Hudson River,Schenectady,Adult,Assertive Community Treatment,22473,59,513,803856
2018,3,Hudson River,Schenectady,Adult,Community Residence,22473,110,983,2573634
